Cust_ID,Target,Age,Gender,Balance,Occupation,No_OF_CR_TXNS,SCR,Holding_Period
C10483,1,43,M,5524.84,SELF-EMP,23,403,1
C10484,1,44,M,10791.71,SELF-EMP,17,769,1
C10485,0,53,M,24879.9,SAL,48,149,6
C10486,0,34,M,10641.47,SAL,8,457,1
C10487,0,54,M,39999.82,SAL,21,815,11
C10488,1,40,M,30692.94,SAL,8,885,8
C10489,0,28,M,19149.32,SAL,45,821,28
C1049,0,31,M,74824.91,PROF,1,207,3
C10490,0,42,M,2807.97,SAL,34,388,17
C10491,1,47,M,6373.16,SAL,49,720,7
C10492,0,28,M,3151.32,SAL,16,137,30
C10493,0,55,M,1348.91,SAL,34,645,31
C10494,0,42,M,4580.6,SAL,24,397,15
C10495,0,46,M,9674.72,SAL,6,277,17
C10496,0,54,M,2232.53,SAL,33,121,5
C10497,0,41,M,2650.65,SAL,31,397,28
C10498,0,49,M,11569.61,SAL,6,100,23
C10499,0,43,M,8052.34,SAL,45,476,19
C105,0,32,F,7711.68,PROF,36,772,1
C1050,0,43,M,13890.87,SAL,39,399,30
C10500,0,50,M,7523.88,SAL,42,685,23
C10501,1,37,M,3307.97,PROF,28,295,4
C10502,0,38,M,522.62,SAL,46,912,21
C10503,1,38,M,1569.9,SELF-EMP,19,954,9
C10504,0,55,M,811.59,PROF,30,118,24
C10505,0,29,M,24393.36,SAL,31,432,28
C10506,1,46,M,4418.08,SAL,18,514,8
C10507,0,38,M,20704.61,SAL,41,658,5
C10508,0,51,M,40040.86,SELF-EMP,28,632,16
C10509,0,25,M,4195.73,SAL,23,864,17
C1051,0,38,M,206900.35,SAL,17,238,15
C10510,0,25,M,664452,SAL,44,410,30
C10511,0,39,M,1544.72,SAL,12,456,21
C10512,0,31,M,71384.7,SAL,40,802,19
C10513,0,55,M,7156.62,PROF,5,219,9
C10514,0,52,M,2623.58,SAL,9,793,20
C10515,1,41,M,5455.71,SELF-EMP,15,619,10
C10516,0,53,M,6971.03,PROF,29,946,1
C10517,0,54,M,1225.51,SAL,46,548,13
C10518,1,41,M,9472.03,SAL,10,784,30
C10519,1,40,M,5891.63,PROF,6,309,7
C1052,0,50,M,49617.86,SELF-EMP,29,333,27
C10520,0,41,M,291.76,PROF,15,430,27
C10521,1,39,M,34177.3,SELF-EMP,45,621,1
C10522,1,30,M,57569.66,SENP,23,662,1
C10523,1,38,M,14419.75,SENP,20,376,3
C10524,1,43,M,3844.5,SENP,38,350,17
C10525,0,34,M,6554.65,SAL,14,443,15
C10526,0,43,M,6261.98,SAL,29,923,31
C10527,1,36,M,5527.86,PROF,1,874,7
C10528,0,54,M,15578.44,PROF,0,106,19
C10529,0,41,M,5424.36,PROF,9,930,11
C1053,0,42,M,212878.83,PROF,9,709,14
C10530,0,36,M,8716.29,SELF-EMP,35,207,25
C10531,0,50,M,1967.74,SAL,36,485,28
C10532,0,28,M,2793.3,SAL,19,692,5
C10533,0,25,M,204228.32,SAL,39,587,17
C10534,0,25,M,119885.76,PROF,11,346,9
C10535,0,53,M,5392.73,SELF-EMP,7,723,25
C10536,0,49,M,2687.17,PROF,4,118,15
C10537,1,47,M,8984.31,SAL,15,202,2
C10538,1,41,M,7026.4,SAL,6,897,2
C10539,0,30,M,116887.5,SAL,24,352,18
C1054,0,28,M,13901.78,PROF,19,448,11
C10540,0,52,M,7661.55,SAL,41,779,22
C10541,0,42,M,28996.04,PROF,25,939,23
C10542,0,39,M,8708.64,SAL,13,545,15
C10543,0,26,M,2671.58,PROF,2,323,30
C10544,0,38,M,0,SELF-EMP,13,839,9
C10545,0,40,M,5594.29,SAL,22,676,19
C10546,0,51,M,4906.58,SAL,22,195,21
C10547,0,48,M,8645.55,SAL,0,920,15
C10548,0,47,M,12765.45,SAL,50,580,23
C10549,0,42,M,2351.56,SELF-EMP,29,197,14
C1055,0,47,M,3591.12,PROF,26,667,21
C10550,0,46,M,10748.59,SAL,45,306,20
C10551,0,52,M,5033.61,SAL,2,774,25
C10552,0,35,M,5201.09,PROF,3,261,24
C10553,0,44,M,121.44,SAL,41,265,1
C10554,0,41,M,6409.92,SAL,29,317,13
C10555,1,41,M,16436.1,PROF,50,516,1
C10556,0,51,M,16959.52,PROF,25,914,15
C10557,1,31,M,2168.07,SELF-EMP,26,677,8
C10558,1,45,M,3807.8,SELF-EMP,26,835,7
C10559,0,52,M,448.25,SAL,50,701,5
C1056,0,32,M,15247.96,PROF,12,378,31
C10560,0,21,M,87586.26,SAL,43,842,23
C10561,1,37,M,3813.85,SELF-EMP,4,914,14
C10562,1,42,M,9624.26,SELF-EMP,22,787,2
C10563,1,41,M,1430.53,SELF-EMP,48,341,13
C10564,1,36,M,13058.8,SELF-EMP,18,954,1
C10565,0,48,M,11770.31,PROF,13,292,12
C10566,0,54,M,8654.02,SAL,21,101,13
C10567,0,33,M,4019.2,SAL,25,302,24
C10568,1,43,M,12301.33,SELF-EMP,20,985,3
C10569,0,47,M,21094.92,SELF-EMP,47,185,31
C1057,0,36,M,4631.08,PROF,18,541,15
C10570,0,27,M,504.69,SELF-EMP,38,354,13
C10571,0,29,M,116519.6,SELF-EMP,0,376,16
C10572,0,42,M,2053.66,SAL,42,616,15
C10573,0,25,M,1010.64,PROF,25,611,29
C10574,0,36,M,2582.72,PROF,2,781,4
C10575,0,41,M,410.82,SAL,14,754,9
C10576,0,39,M,4089.3,SAL,28,487,6
C10577,0,51,M,22536.65,PROF,13,659,23
C10578,0,48,M,14924.01,SELF-EMP,31,177,23
C10579,0,37,M,707.44,PROF,37,281,1
C1058,0,51,M,100804.75,SAL,35,186,19
C10580,0,44,M,12691.28,SAL,43,507,26
C10581,0,41,M,3373.31,SAL,18,427,31
C10582,0,35,M,1705.89,SAL,9,986,28
C10583,1,34,M,4319.09,SAL,12,734,8
C10584,1,48,M,13330.57,SELF-EMP,30,702,8
C10585,0,36,M,5682.42,SAL,46,895,24
C10586,0,37,M,2315.12,PROF,3,164,28
C10587,0,42,M,4936.43,SELF-EMP,32,920,11
C10588,0,39,M,7544.06,SAL,23,923,11
C10589,0,50,M,11606.63,PROF,12,424,12
C1059,1,49,M,133374.05,SAL,21,175,2
C10590,0,47,M,5120.64,SAL,22,919,28
C10591,0,52,M,29571.89,SAL,18,423,14
C10592,0,40,M,3933.75,SELF-EMP,12,508,10
C10593,0,48,M,2691.63,PROF,9,186,5
C10594,0,45,M,4433.8,SAL,22,392,11
C10595,1,44,M,2415.59,SELF-EMP,18,908,16
C10596,0,50,M,19642.67,SAL,36,157,13
C10597,0,54,M,7552.51,SAL,36,415,22
C10598,1,43,M,12075.2,PROF,23,526,2
C10599,0,44,M,10941.51,SAL,14,886,14
C106,0,49,F,194768.49,PROF,24,184,1
C1060,1,44,M,209130.99,SAL,14,189,2
C10600,0,54,M,939.96,SAL,14,384,14
C10601,1,40,M,11807.7,PROF,26,735,15
C10602,1,46,M,5612.73,SELF-EMP,24,745,9
C10603,1,45,M,7666.07,SELF-EMP,36,543,5
C10604,1,44,M,3917.24,SELF-EMP,37,537,15
C10605,0,52,M,11895.41,SELF-EMP,21,472,5
C10606,0,41,M,3266.32,SAL,18,754,14
C10607,0,31,M,458.26,SELF-EMP,10,737,16
C10608,0,34,M,10504,SELF-EMP,26,198,30
C10609,0,54,M,842.37,SAL,0,806,21
C1061,0,55,M,35597.72,PROF,22,209,27
C10610,0,30,M,6168.2,SAL,14,964,12
C10611,0,50,M,4743,SAL,21,110,12
C10612,0,32,M,10868.31,PROF,12,739,13
C10613,0,32,M,3018.08,SAL,19,656,24
C10614,0,49,M,36872.78,SELF-EMP,48,408,6
C10615,0,49,M,7022.45,SAL,21,315,20
C10616,0,36,M,1771.2,SELF-EMP,6,583,11
C10617,0,31,M,6526.95,SAL,39,870,4
C10618,1,55,M,4284.69,SAL,6,701,2
C10619,0,40,M,6484.51,SAL,3,739,4
C1062,0,50,M,38224.47,PROF,42,449,22
C10620,0,50,M,2122.07,SAL,20,450,16
C10621,0,47,M,25417.28,SAL,33,212,10
C10622,0,50,M,7601.94,SAL,38,104,28
C10623,0,47,M,670.2,SAL,7,753,20
C10624,0,45,M,9947,SAL,29,352,18
C10625,0,53,M,14195.97,SAL,41,918,13
C10626,0,36,M,4850.74,SAL,27,178,29
C10627,0,55,M,40974.11,SAL,15,884,18
C10628,0,45,M,7575.6,PROF,31,854,20
C10629,0,36,M,4872.62,PROF,12,231,16
C1063,0,28,M,1757.5,PROF,17,679,26
C10630,0,35,M,3745.58,SELF-EMP,13,336,17
C10631,0,38,M,7053.22,SAL,23,238,14
C10632,0,54,M,11893.17,PROF,44,500,30
C10633,0,45,M,4795.67,SAL,31,667,6
C10634,1,40,F,292.84,SELF-EMP,11,750,4
C10635,0,36,F,6640.1,SAL,34,792,30
C10636,0,51,F,54949,SAL,22,218,22
C10637,0,34,F,824147.45,SAL,48,421,13
C10638,0,32,F,46328.69,SAL,41,284,25
C10639,0,37,F,16751.35,SAL,34,401,10
C1064,0,36,M,7969.54,PROF,33,794,23
C10640,1,28,F,11154.71,SELF-EMP,3,874,7
C10641,1,35,F,2387.45,SELF-EMP,35,415,7
C10642,1,42,F,6847.03,SELF-EMP,43,685,15
C10643,1,45,F,16186.1,SELF-EMP,46,941,6
C10644,0,49,F,1120.44,SAL,43,503,10
C10645,0,52,M,7634.49,SELF-EMP,50,131,26
C10646,1,51,M,3050.39,SAL,17,693,2
C10647,0,40,M,3530.56,SAL,13,474,22
C10648,0,53,M,1283.33,SAL,7,343,30
C10649,0,46,M,0,PROF,23,209,17
C1065,0,41,M,18499.23,PROF,1,803,19
C10650,0,35,M,0,SAL,33,899,16
C10651,0,53,M,12063.88,PROF,32,939,16
C10652,0,46,M,8625.44,SELF-EMP,29,520,22
C10653,0,39,M,1729.49,SELF-EMP,5,129,18
C10654,0,31,M,1385.02,PROF,32,648,7
C10655,1,55,M,10470.81,SAL,31,719,8
C10656,0,40,M,8721.19,SELF-EMP,33,420,23
C10657,0,35,M,3768.66,SAL,50,517,20
C10658,0,36,M,44756.53,SAL,40,579,25
C10659,0,28,M,4803.97,SAL,13,788,26
C1066,0,33,M,136651.93,SAL,23,470,15
C10660,0,35,M,274176.71,SELF-EMP,37,690,17
C10661,0,52,M,9760.44,SELF-EMP,18,277,21
C10662,0,33,M,201246.28,SAL,43,133,11
C10663,0,47,M,30551.4,SELF-EMP,21,464,30
C10664,1,44,M,9952.17,SAL,29,762,8
C10665,0,46,M,8626.06,SELF-EMP,45,881,28
C10666,0,38,M,6384.29,SAL,24,269,12
C10667,0,54,M,17062.58,SAL,49,956,4
C10668,0,39,M,3783.66,SAL,3,731,23
C10669,0,28,M,24326.68,SAL,0,253,26
C1067,0,53,M,111723.75,PROF,28,383,18
C10670,0,54,M,6447.96,PROF,21,978,19
C10671,0,36,M,2437.25,SAL,39,159,1
C10672,0,49,M,9356.63,SAL,21,508,3
C10673,0,44,M,934.06,SAL,2,676,18
C10674,1,47,M,114843.59,SELF-EMP,45,908,19
C10675,0,47,M,1581.9,SAL,30,317,1
C10676,0,45,M,5985.47,PROF,42,229,14
C10677,0,30,M,46451.58,PROF,30,244,26
C10678,1,49,M,6336.24,PROF,38,462,8
C10679,0,52,M,12085.28,PROF,32,391,22
C1068,0,53,M,29053.38,SAL,40,671,15
C10680,0,53,M,7156.93,PROF,1,345,7
C10681,1,44,M,6777.17,SELF-EMP,44,559,7
C10682,1,36,M,2651.72,SELF-EMP,26,835,9
C10683,1,31,M,46864.25,SELF-EMP,8,726,1
C10684,0,40,M,21410.29,SAL,6,793,12
C10685,0,43,M,83742.89,PROF,34,931,17
C10686,0,35,M,6949.98,PROF,13,146,23
C10687,0,36,M,13659.4,SELF-EMP,37,542,9
C10688,0,51,M,5430.57,SAL,2,733,26
C10689,0,31,M,136125.7,SAL,39,792,3
C1069,1,49,M,44429.85,SELF-EMP,1,946,5
C10690,0,24,M,0,PROF,49,329,18
C10691,0,33,M,39638.75,SAL,0,529,24
C10692,0,37,M,920.72,SELF-EMP,7,137,13
C10693,0,49,M,2080.07,SAL,40,443,8
C10694,0,53,M,7031.68,PROF,21,723,1
C10695,0,43,M,6284.74,PROF,3,106,6
C10696,0,50,M,190647.54,SAL,5,563,8
C10697,0,43,M,4518.7,PROF,9,654,13
C10698,0,50,M,7542.97,SAL,25,671,22
C10699,0,42,M,5051.7,SELF-EMP,45,700,4
C107,0,49,F,11564.93,PROF,2,559,12
C1070,0,49,M,7856.51,SAL,25,648,11
C10700,0,52,M,10436.96,SELF-EMP,9,529,13
C10701,0,42,M,22491.76,PROF,50,354,17
C10702,0,46,M,138774.04,SAL,2,106,31
C10703,0,52,M,6719.62,SAL,38,416,15
C10704,0,46,M,14562.94,SAL,41,204,27
C10705,0,54,M,197280.19,PROF,4,923,10
C10706,0,30,M,7316.52,SAL,36,243,4
C10707,0,28,M,116796.11,SAL,34,135,13
C10708,0,52,M,212.02,SAL,6,574,17
C10709,0,45,M,1438.42,SAL,31,661,25
C1071,0,27,M,6723.61,PROF,11,480,25
C10710,0,50,M,44705.36,PROF,0,749,23
C10711,0,33,M,42672.93,PROF,19,186,5
C10712,0,36,M,9624.26,SAL,45,148,8
C10713,1,39,M,29858.96,SELF-EMP,12,721,10
C10714,0,55,M,5182.45,PROF,38,455,17
C10715,0,44,M,17854.74,SAL,32,579,25
C10716,0,40,M,216643.64,SAL,20,227,20
C10717,0,55,M,4194.62,SAL,46,680,28
C10718,0,48,M,31453.14,PROF,10,920,1
C10719,1,45,M,1997.2,SELF-EMP,30,854,9
C1072,0,33,M,156504.39,SAL,39,169,29
C10720,1,44,M,1917.97,PROF,28,572,10
C10721,1,36,M,21115.98,SAL,29,382,16
C10722,1,33,M,11981.49,SELF-EMP,27,688,17
C10723,0,43,M,4231.84,SAL,16,726,24
C10724,0,36,M,6684.79,SELF-EMP,22,904,11
C10725,0,45,M,6759.53,SAL,44,746,25
C10726,0,42,M,1780.68,PROF,34,413,9
C10727,0,51,M,6545.79,PROF,46,865,27
C10728,0,42,M,57249.42,SELF-EMP,40,426,14
C10729,0,34,M,31221.83,SAL,35,247,18
C1073,0,49,M,1172.25,PROF,11,931,16
C10730,0,44,M,848.46,PROF,12,239,26
C10731,0,55,M,13964.62,PROF,14,258,25
C10732,0,41,M,10566.08,SAL,40,555,20
C10733,0,51,M,37970.99,SAL,43,618,28
C10734,0,35,M,68011.42,SAL,27,744,14
C10735,0,55,M,11534.62,SAL,25,254,1
C10736,0,36,M,6477.41,PROF,21,289,1
C10737,0,49,M,7711.6,SAL,41,867,4
C10738,0,47,M,10301.71,SAL,19,157,29
C10739,0,53,M,21110.13,SAL,13,629,29
C1074,0,49,M,18589.64,PROF,38,962,8
C10740,0,45,M,6300.82,SELF-EMP,45,312,16
C10741,0,42,M,6955.27,SAL,1,862,28
C10742,0,42,M,6449.21,SAL,12,598,14
C10743,0,40,M,122408.67,SAL,45,274,19
C10744,0,49,M,137657.03,PROF,14,920,26
C10745,0,43,M,1390.14,PROF,18,729,30
C10746,0,45,M,11652.37,SAL,22,872,4
C10747,0,52,M,6422.19,SAL,8,155,6
C10748,0,38,M,9158.51,PROF,50,204,14
C10749,0,42,M,12520.05,SAL,44,226,20
C1075,1,47,M,106154.65,SELF-EMP,13,912,5
C10750,0,50,M,18845.12,SELF-EMP,16,521,25
C10751,0,47,M,111403.02,SELF-EMP,4,726,19
C10752,1,43,M,48566.51,SELF-EMP,27,635,5
C10753,0,38,M,3359.56,SAL,42,415,18
C10754,0,53,M,3549.16,SELF-EMP,48,374,4
C10755,0,37,M,3577.66,SELF-EMP,7,846,15
C10756,0,28,M,16454.23,SAL,14,706,4
C10757,0,51,M,23729.43,SAL,36,747,15
C10758,1,43,F,19527,PROF,41,318,6
C10759,1,43,F,9117.99,SELF-EMP,18,364,8
C1076,1,30,M,9363.5,SENP,28,845,14
C10760,1,44,F,10085.16,SELF-EMP,19,630,7
C10761,1,43,F,501.15,SELF-EMP,37,984,3
C10762,0,35,M,2077.96,SELF-EMP,15,161,15
C10763,0,53,M,11108.14,SAL,20,534,11
C10764,0,43,M,20227.46,SAL,15,353,10
C10765,0,39,M,21522.21,SELF-EMP,17,253,31
C10766,1,52,M,4063.64,SAL,10,308,2
C10767,0,35,M,12278.45,SELF-EMP,3,595,1
C10768,0,50,M,29662.03,SAL,32,740,14
C10769,0,52,M,848.38,SAL,15,886,20
C1077,1,39,M,7758.41,SELF-EMP,12,512,3
C10770,0,39,M,129929.29,SAL,4,594,29
C10771,0,31,M,6332.85,SELF-EMP,45,949,26
C10772,0,41,M,2982.72,PROF,38,155,13
C10773,0,25,M,131816.52,SAL,21,537,24
C10774,0,29,M,112298.36,SAL,35,494,4
C10775,0,27,M,181863.73,SAL,9,891,22
C10776,0,29,M,212495.44,SELF-EMP,31,883,4
C10777,0,23,M,118942.91,SAL,26,289,30
C10778,1,44,M,29066.89,SAL,9,390,2
C10779,0,35,M,2696.78,SAL,11,311,4
C1078,1,53,M,250904.83,PROF,34,726,15
C10780,0,48,M,21822.53,SAL,34,816,9
C10781,0,38,M,11763.57,SAL,43,755,19
C10782,0,50,M,105635.27,SAL,25,185,21
C10783,0,43,M,7687.21,SAL,35,184,22
C10784,0,35,M,20040.65,PROF,33,587,1
C10785,0,34,M,7048.5,SAL,17,314,11
C10786,0,44,M,18223.44,PROF,48,422,4
C10787,0,32,M,7020.02,PROF,35,854,1
C10788,0,53,M,156.53,SAL,16,231,1
C10789,0,47,M,6511.05,SAL,3,413,27
C1079,0,42,M,41331.86,SAL,31,694,15
C10790,0,54,M,93865.1,SAL,25,403,1
C10791,0,52,M,19321.37,SELF-EMP,40,780,23
C10792,1,33,M,10127.37,SELF-EMP,43,751,8
C10793,0,36,M,416301.32,PROF,26,712,24
C10794,0,36,M,66413.81,SELF-EMP,50,857,20
C10795,0,55,M,21451.71,SAL,20,118,27
C10796,1,32,M,12905.27,SAL,35,545,2
C10797,0,45,M,228204.17,SAL,48,431,4
C10798,1,34,M,58771.01,SELF-EMP,8,665,5
C10799,1,52,M,7402.97,SELF-EMP,47,805,8
C108,0,52,F,126216.23,PROF,8,707,28
C1080,0,32,M,2885.8,SAL,10,835,17
C10800,1,51,M,18138.79,SELF-EMP,5,458,4
C10801,1,50,M,22704.62,SELF-EMP,40,989,1
C10802,0,54,M,16096.48,SAL,20,491,5
C10803,0,43,M,6825.6,SELF-EMP,2,149,19
C10804,0,40,M,1902.3,SAL,5,806,27
C10805,0,49,M,28645.74,SAL,8,412,9
C10806,0,43,M,61010.23,SAL,36,278,24
C10807,0,53,M,17041.45,SAL,3,761,14
C10808,0,46,M,41523.4,SELF-EMP,10,168,9
C10809,0,45,M,36551.19,SAL,9,858,21
C1081,0,35,M,365005.27,PROF,19,416,3
C10810,0,54,M,13739.36,SAL,29,295,11
C10811,0,53,M,17300.08,SAL,10,114,13
C10812,0,33,M,17044.11,SELF-EMP,5,995,30
C10813,0,47,M,8777.81,PROF,14,239,17
C10814,0,41,M,24225.78,SELF-EMP,11,635,3
C10815,0,50,M,6227.02,SELF-EMP,31,219,23
C10816,0,44,M,11798.96,SAL,36,357,8
C10817,0,31,M,10212.98,SAL,22,660,13
C10818,0,52,M,1473.47,SAL,11,363,25
C10819,1,36,M,6427.65,SAL,20,371,2
C1082,0,30,M,119822.64,SAL,8,100,17
C10820,0,45,M,0,SAL,28,466,4
C10821,0,27,M,9405.68,PROF,7,344,23
C10822,0,51,M,16815.2,SAL,6,983,20
C10823,0,52,M,17368.98,SAL,17,758,16
C10824,0,33,M,79626.25,SELF-EMP,2,105,11
C10825,0,50,M,6455.78,PROF,38,774,26
C10826,0,29,M,30160.53,SELF-EMP,26,381,23
C10827,0,42,M,135173.33,SELF-EMP,40,597,18
C10828,0,37,M,24974.05,SELF-EMP,43,888,23
C10829,0,41,M,11182.67,SELF-EMP,50,317,31
C1083,0,52,M,7693.7,SAL,32,491,22
C10830,0,45,M,21555.76,PROF,15,835,1
C10831,0,52,M,8002.19,PROF,41,732,7
C10832,1,31,M,3427.79,PROF,35,317,6
C10833,0,46,M,23154.06,PROF,33,804,6
C10834,0,34,M,20890.95,SELF-EMP,18,588,4
C10835,0,43,M,8625.76,SELF-EMP,19,818,23
C10836,0,49,M,8884.73,SELF-EMP,11,961,1
C10837,0,35,M,10980.53,SELF-EMP,38,804,31
C10838,1,50,M,21779.24,SELF-EMP,18,843,3
C10839,1,43,M,7420.14,SELF-EMP,27,951,9
C1084,0,28,M,8974.86,PROF,46,526,5
C10840,1,34,M,22082.64,SELF-EMP,38,615,18
C10841,1,44,M,10835.14,SENP,48,448,12
C10842,0,53,M,169832.85,SENP,3,687,14
C10843,0,48,M,7302.06,SENP,10,269,17
C10844,0,48,M,13320.13,SENP,40,870,15
C10845,0,39,M,28091.35,SENP,36,731,16
C10846,0,38,M,21086.59,SENP,11,558,12
C10847,0,50,M,8722,SAL,48,469,14
C10848,0,44,M,31751.07,SAL,32,508,21
C10849,0,39,M,38551.47,SAL,37,441,27
C1085,0,45,M,112400.14,PROF,7,896,22
C10850,0,41,M,4634.12,SAL,38,100,28
C10851,0,48,M,201285.17,PROF,10,863,22
C10852,0,25,M,8998.71,PROF,34,408,27
C10853,0,47,M,19076.84,PROF,41,888,6
C10854,0,53,M,57892.06,PROF,22,871,22
C10855,0,54,M,48535.12,SENP,39,822,12
C10856,0,48,M,10061.3,SENP,35,895,19
C10857,0,29,M,22363.28,SENP,32,562,13
C10858,0,37,M,7462.15,SENP,13,236,5
C10859,0,49,M,69799.17,SENP,46,835,28
C1086,0,26,M,22432,SAL,0,514,23
C10860,0,37,M,13053.9,SENP,32,896,1
C10861,0,49,M,21442.7,SENP,45,356,1
C10862,0,41,M,9495.79,PROF,3,125,28
C10863,0,34,M,514.73,PROF,29,548,3
C10864,0,31,M,14577.28,PROF,17,349,17
C10865,0,23,M,706649.94,PROF,48,555,14
C10866,0,55,M,11900.24,SENP,10,318,20
C10867,0,53,M,38823.72,SENP,16,285,29
C10868,0,55,M,34835.37,SENP,34,137,29
C10869,0,43,M,3967.92,SENP,49,926,17
C1087,0,54,M,35866.52,SAL,43,898,9
C10870,0,26,M,6958.25,SENP,25,371,3
C10871,0,21,M,167491.8,SAL,27,714,14
C10872,1,27,M,28324.85,SELF-EMP,11,990,10
C10873,0,38,M,88436.46,SAL,34,739,1
C10874,0,41,M,8868.96,SENP,20,912,13
C10875,0,27,F,108467.01,PROF,39,901,16
C10876,0,49,F,24813.67,PROF,13,299,24
C10877,0,55,F,510.18,SAL,3,767,9
C10878,1,41,F,23911.41,SELF-EMP,6,716,17
C10879,1,24,F,272552.94,SELF-EMP,23,628,15
C1088,0,41,M,46461.25,SAL,40,271,1
C10880,1,51,F,2916.26,SELF-EMP,16,827,11
C10881,1,44,F,3289.97,SENP,33,860,8
C10882,0,52,F,10329.95,SAL,31,200,26
C10883,0,38,F,36702.64,SAL,3,667,4
C10884,0,29,F,7415.57,SAL,9,393,25
C10885,0,31,M,7093.23,SENP,38,707,12
C10886,0,31,M,15519.93,PROF,27,533,25
C10887,0,37,M,91019.22,SAL,49,853,15
C10888,0,45,M,107889.52,SENP,22,178,23
C10889,0,43,M,30119.28,SAL,19,911,17
C1089,0,53,M,20404.66,SAL,14,922,1
C10890,1,21,M,7194.83,PROF,8,879,2
C10891,0,33,M,65510.89,SAL,35,902,13
C10892,0,34,M,4204.67,PROF,47,243,6
C10893,0,36,M,6662.2,SAL,46,791,4
C10894,0,27,M,30682.11,SAL,24,135,10
C10895,0,25,M,54835.86,SAL,17,911,14
C10896,0,25,M,242757.67,PROF,25,242,23
C10897,0,31,M,218269.3,SAL,16,706,30
C10898,0,29,M,3463.01,SAL,48,182,5
C10899,1,37,M,13096.31,SAL,8,768,2
C109,0,48,F,52066.01,PROF,31,199,19
C1090,0,33,M,6671.91,SAL,3,148,13
C10900,0,52,M,161937,SENP,25,385,12
C10901,1,48,M,4795.68,PROF,43,696,2
C10902,0,47,M,3452.84,SAL,43,460,18
C10903,0,43,M,12409.08,PROF,30,125,15
C10904,0,55,M,645672.61,PROF,19,223,12
C10905,0,50,M,33929.66,SAL,31,657,30
C10906,0,25,M,93784.79,SAL,13,628,14
C10907,0,35,M,14446.62,SAL,26,938,4
C10908,0,51,M,18367.95,SAL,34,780,10
C10909,0,28,M,4107.54,PROF,19,696,19
C1091,0,45,M,5353.81,SELF-EMP,14,998,26
C10910,0,34,M,1039.81,SAL,39,774,24
C10911,1,43,M,45996.19,SENP,26,880,10
C10912,0,49,M,4798.63,SAL,34,963,14
C10913,0,43,M,32235.53,SENP,44,743,14
C10914,0,45,M,9580.65,SENP,23,152,10
C10915,0,27,M,250254.24,PROF,2,637,30
C10916,0,50,M,92012.91,PROF,37,931,24
C10917,1,42,M,144370.25,SENP,28,756,10
C10918,1,33,M,183922.47,SELF-EMP,25,809,1
C10919,1,39,M,6134.9,SELF-EMP,10,970,1
C1092,0,55,M,43261.33,SELF-EMP,24,810,15
C10920,1,33,M,8978.56,SELF-EMP,20,654,2
C10921,0,50,M,692.93,SENP,24,589,12
C10922,0,52,M,6132.77,SAL,0,210,7
C10923,0,51,M,72272.9,SENP,35,253,18
C10924,0,33,M,29680.73,SENP,1,274,18
C10925,0,32,M,3328.83,SAL,0,570,24
C10926,0,34,M,42043.28,SAL,23,269,17
C10927,0,34,M,18784.62,SAL,6,496,5
C10928,0,32,M,70937.84,PROF,17,757,19
C10929,0,50,M,16197.16,SAL,41,282,6
C1093,0,36,M,7397.5,SAL,26,926,29
C10930,0,34,M,3987.65,SENP,32,886,5
C10931,0,33,M,26488.18,PROF,22,340,25
C10932,0,26,M,10194.64,PROF,48,386,21
C10933,0,34,M,11775.42,PROF,26,370,1
C10934,0,22,M,665774.53,SAL,9,404,21
C10935,0,54,M,33585.57,SAL,37,759,30
C10936,0,37,M,87616.37,PROF,37,446,25
C10937,0,44,M,7195.92,SENP,24,881,22
C10938,0,34,M,120502.19,SENP,40,242,15
C10939,0,30,M,12533.05,SENP,5,572,21
C1094,0,40,M,8520.38,SAL,14,154,12
C10940,0,29,M,180726.32,SENP,31,852,29
C10941,0,48,M,3372.08,SAL,14,578,22
C10942,0,48,M,23604.63,PROF,49,108,1
C10943,0,26,M,964.78,PROF,4,670,24
C10944,0,28,M,52516.53,PROF,50,189,17
C10945,0,36,M,50311.18,SAL,45,234,10
C10946,0,32,M,5960.22,PROF,5,440,4
C10947,1,29,M,41173.55,SAL,43,632,2
C10948,0,32,M,193913.85,SAL,33,209,16
C10949,0,55,M,204587.03,SAL,46,166,28
C1095,0,40,M,347053.5,SAL,10,530,21
C10950,1,51,M,98921.16,PROF,0,655,30
C10951,1,52,M,21257.25,SELF-EMP,39,776,18
C10952,0,47,M,207.6,PROF,20,504,29
C10953,1,40,M,9482.74,SENP,18,629,2
C10954,0,49,M,32450.94,PROF,32,230,11
C10955,0,34,M,25302.15,SAL,30,715,11
C10956,0,54,M,28480.28,SENP,4,184,21
C10957,1,24,M,5362.26,SELF-EMP,48,801,2
C10958,1,48,M,10841.2,SELF-EMP,19,889,9
C10959,1,26,M,775083.31,SENP,27,251,2
C1096,0,52,M,179258.02,SAL,37,964,2
C10960,1,53,M,33195.52,SELF-EMP,25,311,3
C10961,0,52,M,69120.22,PROF,17,733,6
C10962,0,35,M,6930.73,PROF,2,267,2
C10963,0,54,M,66839.69,SAL,29,833,22
C10964,0,49,M,15163.1,SAL,14,257,24
C10965,0,47,M,7242.29,PROF,0,928,7
C10966,0,27,M,33369.21,SAL,10,453,16
C10967,0,53,M,27769.87,SAL,32,510,6
C10968,0,53,M,36673.12,SAL,5,665,4
C10969,0,55,M,13267.43,SAL,3,320,6
C1097,0,42,M,307948.59,PROF,38,335,11
C10970,0,27,M,28705.24,SAL,27,217,9
